# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
  494      20.00  0.020   2  44   8.952972e+06   14.0491    5.191   3.547   0.549327   0.430711   0.001663   0.006870   0.001420   0.0000       -5.111      3.852   8.606   0.000000   0.000000
  495      20.00  0.020   2  45   8.958490e+06   14.0043    5.200   3.546   0.547984   0.432055   0.001638   0.006833   0.001420   0.0000       -5.095      4.225   8.700   0.000000   0.000000
  496      20.00  0.020   2  46   8.963689e+06   13.9532    5.276   3.548   0.544085   0.435956   0.001566   0.006728   0.001420   0.0000       -4.926      4.952   8.832   0.000000   0.000000
  497      20.00  0.020   2  47   8.964076e+06   13.9486    5.282   3.548   0.543858   0.436182   0.001563   0.006721   0.001420   0.0000       -4.911      5.223   8.890   0.000000   0.000000
  498      20.00  0.020   2  48   8.964116e+06   13.9481    5.283   3.548   0.543855   0.436186   0.001563   0.006721   0.001420   0.0000       -4.910      5.256   8.910   0.000000   0.000000
  499      20.00  0.020   2  49   8.964142e+06   13.9477    5.282   3.548   0.543808   0.436233   0.001562   0.006720   0.001420   0.0000       -4.912      5.286   8.920   0.000000   0.000000
  500      20.00  0.020   2  50   8.964189e+06   13.9472    5.283   3.548   0.543804   0.436236   0.001562   0.006720   0.001420   0.0000       -4.910      5.391   8.921   0.000000   0.000000
  501      20.00  0.020   2  51   8.964268e+06   13.9462    5.274   3.547   0.543804   0.436236   0.001562   0.006720   0.001420   0.0000       -6.228      5.965   9.012   0.000000   0.000000
  502      15.00  0.020   1   1   1.520116e+05   14.9981    4.303   4.492   0.680000   0.300000   0.004466   0.010607   0.001420   0.4463       -7.916      0.762   7.529   0.674755   0.304636
  503      15.00  0.020   1   2   1.838396e+06   14.9761    4.339   4.485   0.680000   0.300000   0.004466   0.010607   0.001420   0.4300       -7.856      0.733   7.525   0.619814   0.360113
  504      15.00  0.020   1   3   3.974042e+06   14.9430    4.392   4.477   0.680000   0.300000   0.004466   0.010607   0.001420   0.4071       -7.762      0.723   7.529   0.539026   0.441227
  505      15.00  0.020   1   4   5.739510e+06   14.9092    4.441   4.469   0.680000   0.300000   0.004466   0.010607   0.001420   0.3830       -7.675      0.723   7.536   0.459143   0.521268
  506      15.00  0.020   1   5   7.220104e+06   14.8745    4.489   4.458   0.680000   0.300000   0.004466   0.010607   0.001420   0.3588       -7.590      0.731   7.544   0.379515   0.600981
  507      15.00  0.020   1   6   8.460344e+06   14.8394    4.533   4.444   0.680000   0.300000   0.004466   0.010607   0.001420   0.3366       -7.508      0.747   7.554   0.300330   0.680216
  508      15.00  0.020   1   7   9.521686e+06   14.8031    4.576   4.426   0.680000   0.300000   0.004466   0.010607   0.001420   0.3121       -7.426      0.772   7.566   0.219525   0.761051
  509      15.00  0.020   1   8   1.019374e+07   14.7761    4.606   4.409   0.680000   0.300000   0.004466   0.010607   0.001420   0.2925       -7.366      0.801   7.577   0.159653   0.820939
  510      15.00  0.020   1   9   1.078564e+07   14.7487    4.636   4.389   0.680000   0.300000   0.004466   0.010607   0.001420   0.2726       -7.304      0.843   7.593   0.099073   0.881530
  511      15.00  0.020   1  10   1.112360e+07   14.7311    4.655   4.375   0.680000   0.300000   0.004466   0.010607   0.001420   0.2608       -7.263      0.887   7.607   0.060059   0.920552
  512      15.00  0.020   1  11   1.140987e+07   14.7147    4.674   4.367   0.680000   0.300000   0.004466   0.010607   0.001420   0.2490       -7.222      0.965   7.633   0.023819   0.956800
  513      15.00  0.020   1  12   1.157256e+07   14.7045    4.702   4.392   0.680000   0.300000   0.004466   0.010607   0.001420   0.2356       -7.176      1.189   7.706   0.001488   0.979146
  514      15.00  0.020   1  13   1.158415e+07   14.7037    4.737   4.417   0.680000   0.300000   0.004466   0.010607   0.001420   0.0252       -7.116      1.583   7.812   0.000000   0.980647
  515      15.00  0.020   1  14   1.158811e+07   14.7034    4.720   4.401   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.142      1.922   7.873   0.000000   0.980647
  516      15.00  0.020   1  15   1.159859e+07   14.7025    4.757   4.263   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.984      2.626   8.041   0.000000   0.980627
  517      15.00  0.020   1  16   1.160436e+07   14.7018    4.749   4.131   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.827      2.950   8.140   0.000000   0.980398
  518      15.00  0.020   1  17   1.160798e+07   14.7011    4.723   3.991   0.680000   0.300000   0.004466   0.010607   0.001420   0.0751       -6.594      3.036   8.195   0.000000   0.979695
  519      15.00  0.020   1  18   1.161020e+07   14.7004    4.700   3.858   0.680000   0.300000   0.004466   0.010607   0.001420   0.1118       -6.346      3.017   8.201   0.000000   0.978596
  520      15.00  0.020   1  19   1.161177e+07   14.6995    4.652   3.718   0.680000   0.300000   0.004466   0.010607   0.001420   0.1202       -6.194      3.008   8.202   0.000000   0.977831
  521      15.00  0.020   1  20   1.161352e+07   14.6984    4.524   3.587   0.679999   0.300000   0.004466   0.010607   0.001420   0.1313       -6.271      3.000   8.203   0.000000   0.977309
  522      15.00  0.020   1  21   1.161765e+07   14.6950    4.760   3.559   0.637042   0.342921   0.003104   0.009273   0.001420   0.1271       -6.012      3.005   8.208   0.000000   0.975060
  523      15.00  0.020   1  22   1.164302e+07   14.6707    4.745   3.559   0.637025   0.342938   0.003104   0.009272   0.001420   0.1370       -6.028      3.036   8.225   0.000000   0.953777
  524      15.00  0.020   1  23   1.169913e+07   14.6203    4.719   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1461       -6.056      3.026   8.230   0.000000   0.899709
  525      15.00  0.020   1  24   1.175077e+07   14.5747    4.722   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1494       -6.052      3.025   8.233   0.000000   0.850383
  526      15.00  0.020   1  25   1.180064e+07   14.5302    4.727   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1524       -6.047      3.027   8.237   0.000000   0.799825
  527      15.00  0.020   1  26   1.185406e+07   14.4820    4.730   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1560       -6.043      3.029   8.241   0.000000   0.749497
  528      15.00  0.020   1  27   1.190393e+07   14.4367    4.733   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1595       -6.040      3.032   8.245   0.000000   0.699222
  529      15.00  0.020   1  28   1.195557e+07   14.3895    4.736   3.561   0.637025   0.342938   0.003104   0.009272   0.001420   0.1629       -6.037      3.035   8.249   0.000000   0.650719
  530      15.00  0.020   1  29   1.200544e+07   14.3435    4.739   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1660       -6.034      3.038   8.252   0.000000   0.600556
  531      15.00  0.020   1  30   1.206036e+07   14.2926    4.742   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1700       -6.031      3.045   8.258   0.000000   0.548846
  532      15.00  0.020   1  31   1.211507e+07   14.2414    4.746   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1739       -6.027      3.051   8.263   0.000000   0.498859
  533      15.00  0.020   1  32   1.216522e+07   14.1941    4.748   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1770       -6.024      3.056   8.267   0.000000   0.448383
  534      15.00  0.020   1  33   1.221993e+07   14.1422    4.752   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1819       -6.021      3.067   8.274   0.000000   0.401081
  535      15.00  0.020   1  34   1.228375e+07   14.0810    4.756   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1863       -6.016      3.077   8.281   0.000000   0.349158
  536      15.00  0.020   1  35   1.233390e+07   14.0325    4.759   3.560   0.637025   0.342938   0.003104   0.009272   0.001420   0.1903       -6.013      3.090   8.288   0.000000   0.300150
  537      15.00  0.020   1  36   1.239773e+07   13.9701    4.764   3.559   0.637025   0.342938   0.003104   0.009272   0.001420   0.1942       -6.008      3.105   8.296   0.000000   0.252085
  538      15.00  0.020   1  37   1.245244e+07   13.9160    4.769   3.559   0.637025   0.342938   0.003104   0.009272   0.001420   0.1979       -6.002      3.127   8.306   0.000000   0.201536
  539      15.00  0.020   1  38   1.252794e+07   13.8401    4.776   3.559   0.637025   0.342938   0.003104   0.009272   0.001420   0.2012       -5.994      3.155   8.318   0.000000   0.150982
  540      15.00  0.020   1  39   1.258629e+07   13.7802    4.786   3.559   0.637025   0.342938   0.003104   0.009272   0.001420   0.2029       -5.984      3.197   8.334   0.000000   0.099696
  541      15.00  0.020   1  40   1.265064e+07   13.7122    4.801   3.558   0.637025   0.342938   0.003104   0.009272   0.001420   0.2002       -5.967      3.264   8.359   0.000000   0.050047
  542      15.00  0.020   1  41   1.267968e+07   13.6805    4.812   3.558   0.637025   0.342938   0.003104   0.009272   0.001420   0.1954       -5.955      3.311   8.375   0.000000   0.030136
  543      15.00  0.020   1  42   1.271060e+07   13.6453    4.832   3.557   0.637025   0.342938   0.003104   0.009272   0.001420   0.1896       -5.932      3.401   8.405   0.000000   0.010135
  544      15.00  0.020   1  43   1.272751e+07   13.6247    4.875   3.555   0.637025   0.342938   0.003104   0.009272   0.001420   0.0000       -5.883      3.699   8.498   0.000000   0.000000
  545      15.00  0.020   1  44   1.273628e+07   13.6125    4.890   3.554   0.635330   0.344635   0.003076   0.009227   0.001420   0.0000       -5.865      4.135   8.599   0.000000   0.000000
  546      15.00  0.020   1  45   1.274628e+07   13.5993    4.925   3.536   0.626288   0.353683   0.002930   0.008984   0.001420   0.0000       -5.854      4.598   8.698   0.000000   0.000000
  547      15.00  0.020   1  46   1.275280e+07   13.5894    4.981   3.535   0.623363   0.356611   0.002882   0.008905   0.001420   0.0000       -5.787      5.180   8.799   0.000000   0.000000
  548      15.00  0.020   1  47   1.275430e+07   13.5869    4.987   3.534   0.623099   0.356875   0.002878   0.008898   0.001420   0.0218       -5.781      5.373   8.896   0.000000   0.000000
  549      15.00  0.020   1  48   1.275469e+07   13.5862    4.987   3.534   0.623007   0.356967   0.002876   0.008895   0.001420   0.0349       -5.780      5.353   8.909   0.000000   0.000000
  550      15.00  0.020   1  49   1.275492e+07   13.5859    4.988   3.534   0.622932   0.357042   0.002875   0.008893   0.001420   0.0301       -5.778      5.394   8.922   0.000000   0.000000
  551      15.00  0.020   1  50   1.275507e+07   13.5856    4.989   3.534   0.622868   0.357107   0.002874   0.008892   0.001420   0.0152       -5.777      5.491   8.940   0.000000   0.000000
  552      15.00  0.020   1  51   1.275544e+07   13.5850    4.992   3.534   0.622767   0.357207   0.002873   0.008889   0.001420   0.0000       -5.773      6.233   8.974   0.000000   0.000000
  553      12.00  0.020   1   1   1.000076e+05   11.9997    4.013   4.448   0.680000   0.300000   0.004466   0.010607   0.001420   0.4084       -8.590      0.858   7.513   0.677526   0.301812
  554      12.00  0.020   1   2   2.612250e+06   11.9927    4.051   4.440   0.680000   0.300000   0.004466   0.010607   0.001420   0.3914       -8.515      0.826   7.508   0.619928   0.359974
  555      12.00  0.020   1   3   5.555105e+06   11.9824    4.104   4.433   0.680000   0.300000   0.004466   0.010607   0.001420   0.3681       -8.403      0.814   7.512   0.540906   0.439317
  556      12.00  0.020   1   4   8.046123e+06   11.9712    4.156   4.425   0.680000   0.300000   0.004466   0.010607   0.001420   0.3443       -8.296      0.814   7.519   0.460508   0.519878
  557      12.00  0.020   1   5   1.010217e+07   11.9595    4.205   4.415   0.680000   0.300000   0.004466   0.010607   0.001420   0.3217       -8.197      0.821   7.528   0.380659   0.599818
  558      12.00  0.020   1   6   1.182914e+07   11.9473    4.252   4.402   0.680000   0.300000   0.004466   0.010607   0.001420   0.2977       -8.105      0.835   7.538   0.300074   0.680457
  559      12.00  0.020   1   7   1.326988e+07   11.9348    4.296   4.386   0.680000   0.300000   0.004466   0.010607   0.001420   0.2744       -8.017      0.860   7.550   0.219243   0.761322
  560      12.00  0.020   1   8   1.417145e+07   11.9255    4.327   4.371   0.680000   0.300000   0.004466   0.010607   0.001420   0.2571       -7.955      0.887   7.561   0.159761   0.820821
  561      12.00  0.020   1   9   1.494130e+07   11.9164    4.356   4.354   0.680000   0.300000   0.004466   0.010607   0.001420   0.2371       -7.897      0.928   7.576   0.100660   0.879934
  562      12.00  0.020   1  10   1.540982e+07   11.9101    4.376   4.342   0.680000   0.300000   0.004466   0.010607   0.001420   0.2250       -7.854      0.973   7.591   0.059996   0.920607
  563      12.00  0.020   1  11   1.571493e+07   11.9057    4.391   4.336   0.680000   0.300000   0.004466   0.010607   0.001420   0.2155       -7.821      1.028   7.610   0.030810   0.949800
  564      12.00  0.020   1  12   1.599933e+07   11.9011    4.425   4.362   0.680000   0.300000   0.004466   0.010607   0.001420   0.2004       -7.743      1.264   7.686   0.001654   0.978972
  565      12.00  0.020   1  13   1.601758e+07   11.9008    4.462   4.388   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.656      1.645   7.781   0.000000   0.980638
  566      12.00  0.020   1  14   1.602260e+07   11.9007    4.433   4.369   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.724      1.958   7.817   0.000000   0.980638
  567      12.00  0.020   1  15   1.603370e+07   11.9004    4.462   4.270   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.642      2.479   7.919   0.000000   0.980637
  568      12.00  0.020   1  16   1.604336e+07   11.9002    4.455   4.134   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.506      2.849   8.020   0.000000   0.980620
  569      12.00  0.020   1  17   1.604866e+07   11.9000    4.418   4.001   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.317      3.033   8.076   0.000000   0.980601
  570      12.00  0.020   1  18   1.605185e+07   11.8998    4.362   3.860   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -7.076      3.138   8.110   0.000000   0.980536
  571      12.00  0.020   1  19   1.605359e+07   11.8996    4.282   3.726   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.875      3.179   8.126   0.000000   0.980303
  572      12.00  0.020   1  20   1.605546e+07   11.8993    4.112   3.599   0.679997   0.300001   0.004461   0.010607   0.001420   0.0000       -6.833      3.193   8.141   0.000000   0.979480
  573      12.00  0.020   1  21   1.605673e+07   11.8987    4.542   3.563   0.648199   0.331720   0.003012   0.009489   0.001420   0.0000       -6.227      3.183   8.154   0.000000   0.978085
